"title","company","description","stipend","requirements","contact_method","label"
"Cloud Engineering Intern","Swiggy","We are looking for a motivated Cloud Engineering Intern to join our engineering team for a 4-month internship. You will work on digital marketing campaigns projects, collaborate with senior engineers, and contribute to production codebases. Strong fundamentals in Adobe XD and Tableau are expected.","₹7,000/month","B.Sc/M.Sc in Statistics. Research experience in Adobe XD is preferred. Strong written and verbal communication.","careers@company.com","0"
"Part-Time SMS Sending Job","DigiWork India","Exciting MLM business internship! Invest ₹3,000 and start earning through our multi-level referral program. Top earners make ₹80,000/month. Be your own boss!","₹80,000/month","Must have UPI or bank account","Telegram channel","1"
"Human Resources Intern","Qualcomm India","Seeking a Human Resources Intern for a 2-month internship. Responsibilities include developing features, writing unit tests, and documenting technical specifications. You will gain hands-on experience with Git and Sketch in a fast-paced environment.","₹15,000/month","Final year or pre-final year student in Computer Science. Must know Git and Sketch. Excellent communication skills required.","Company official website","0"
"Affiliate Marketing Trainee","SmartEarn Technologies","We are hiring freshers for data entry work. Earn up to ₹80,000/month with just 2 hours of daily work. A refundable security deposit of ₹3,000 is required. Guaranteed income with no risk involved.","₹80,000/month","Just need a smartphone","Send DM on Instagram","1"
"Part-Time SMS Sending Job","ClickEarn Solutions","Apply now for an exclusive internship program! Fill the Google Form with your Aadhaar number, PAN card, and bank details for verification. Stipend of ₹30,000/month credited directly to your account.","₹30,000/month","Smartphone with internet connection","Facebook Messenger","1"
"Part-Time SMS Sending Job","SmartEarn Technologies","Internship available. Work from home. Earn well. Contact us on WhatsApp for more details. Stipend ₹30,000/month. Small fee of ₹500 for registration. Hurry, spots filling fast!","₹30,000/month","Smartphone with internet connection","WhatsApp group link","1"
"Virtual Assistant – Immediate Start","DreamJob Services","Great opportunity for students! Earn ₹80,000/month. Work is simple and can be done on mobile phone. Pay ₹500 to join. We have placed 10000+ students in top companies.","₹80,000/month","Ability to use WhatsApp","Telegram channel","1"
"Full Stack Developer Intern","ISRO","Join our team as a Full Stack Developer Intern. You will work closely with the Business Development team on projects involving computer vision. Responsibilities include market research, data analysis, and creating presentations for senior leadership.","₹12,000/month","Graduate or postgraduate in Design. Experience with Spring Boot preferred. Ability to work in a team and meet deadlines.","talent@company.com","0"
"UI/UX Design Intern","Zoho","We are looking for a UI/UX Design Intern to work on data analysis and visualization projects. You will use Git and Java to extract insights from large datasets. Experience with SQL and statistical methods is preferred. Duration: 4 months.","₹10,000/month","B.Sc/M.Sc in Commerce. Research experience in Git is preferred. Strong written and verbal communication.","Apply via Naukri.com","0"
"Research Intern – NLP","Samsung R&D India","We are hiring a Research Intern – NLP for our design team. You will create user interfaces, conduct user research, and build interactive prototypes using R and AWS. A strong portfolio demonstrating your design thinking process is required.","₹18,000/month","Graduate or postgraduate in Information Technology. Experience with R preferred. Ability to work in a team and meet deadlines.","careers@company.com","0"
"Part-Time SMS Sending Job","ZenithPlacement Services","FLASH HIRING: No interview, no resume needed. Just register with ₹3,000 and start earning ₹45,000/month from tomorrow. Verified by thousands of students. 100% safe!","₹45,000/month","Class 10 pass or above","WhatsApp/Telegram","1"
"Software Engineering Intern","Zerodha","Join our team as a Software Engineering Intern. You will work closely with the Marketing team on projects involving search optimization. Responsibilities include market research, data analysis, and creating presentations for senior leadership.","₹14,000/month","Engineering student with knowledge of GraphQL, C++. Available for full-time internship of 3-6 months.","University placement portal","0"
"UI/UX Design Intern","Unacademy","We have an opening for a UI/UX Design Intern in our R&D division. You will work on cutting-edge logistics and supply chain projects, conduct literature reviews, run experiments, and contribute to research publications. Strong background in Node.js and Airflow required.","₹18,000/month","Currently pursuing B.Tech/B.E. in Commerce. Proficiency in Node.js and Airflow. Good problem-solving skills.","Apply on AngelList","0"
"Backend Developer Intern","Freshworks","Join us as a Backend Developer Intern and contribute to creating compelling visual content for our brand. You will work with the marketing and product teams on natural language processing. Proficiency in scikit-learn and Sketch is essential. Duration: 2 months.","₹16,000/month","Engineering student with knowledge of scikit-learn, Sketch. Available for full-time internship of 3-6 months.","Apply on LinkedIn Jobs","0"
"Digital Marketing Intern – Earn ₹1 Lakh/Month","MegaSuccess Corp","Internship available. Work from home. Earn well. Contact us on WhatsApp for more details. Stipend ₹60,000/month. Small fee of ₹999 for registration. Hurry, spots filling fast!","₹60,000/month","Smartphone with internet connection","WhatsApp group link","1"
"Cybersecurity Intern","upGrad","Join us as a Cybersecurity Intern and contribute to creating compelling visual content for our brand. You will work with the marketing and product teams on e-commerce platforms. Proficiency in Angular and PyTorch is essential. Duration: 3 months.","₹15,000/month","B.Tech/M.Tech student in Commerce with knowledge of Angular, PyTorch, and JavaScript. CGPA 7.0 or above preferred.","University placement portal","0"
"Technical Writer Intern","Google India","As a Technical Writer Intern, you will analyze business data using Photoshop and Linux, create dashboards, and present findings to the management team. This is a 4-month internship with exposure to real-world business problems.","₹25,000/month","B.Sc/M.Sc in Artificial Intelligence. Research experience in Photoshop is preferred. Strong written and verbal communication.","Apply on LinkedIn Jobs","0"
"Quality Assurance Intern","Tata Steel","As a Quality Assurance Intern, you will analyze business data using Kubernetes and Kafka, create dashboards, and present findings to the management team. This is a 2-month internship with exposure to real-world business problems.","₹9,000/month","Pursuing B.Tech/BCA/MCA in Mathematics. Hands-on experience with Kubernetes and Kafka. Strong analytical thinking.","Apply through campus placement cell","0"
